Region,Country,Sales Reps,First Name,Last Name,Gender,Age,Rank Levels,Rank,Products,Years,Quarter,Month,Revenue (USD)
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Assessories,2019,QTR 2,6,"33,537"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Tablets,2019,QTR 2,6,"3,843"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Smartphones,2019,QTR 2,6,"39,242"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Laptops,2019,QTR 2,6,"2,229"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Assessories,2019,QTR 2,6,"10,365"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Tablets,2019,QTR 2,6,"2,811"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Smartphones,2019,QTR 2,6,"126,362"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Laptops,2019,QTR 2,6,"30,063"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Assessories,2019,QTR 2,6,"7,781"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Tablets,2019,QTR 2,6,"26,555"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Smartphones,2019,QTR 3,7,"62,416"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Laptops,2019,QTR 3,7,"77,534"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Assessories,2019,QTR 3,7,"133,004"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Tablets,2019,QTR 3,7,"14,753"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Smartphones,2019,QTR 3,7,"4,391"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Laptops,2019,QTR 3,7,"8,754"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Assessories,2019,QTR 3,7,"10,478"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Tablets,2019,QTR 3,7,"2,446"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Smartphones,2019,QTR 3,7,"19,111"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Laptops,2019,QTR 3,7,"9,017"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Assessories,2019,QTR 3,7,"3,668"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Tablets,2019,QTR 3,7,356
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Smartphones,2019,QTR 3,7,"21,429"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Laptops,2019,QTR 3,7,"6,889"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Assessories,2019,QTR 3,7,"2,659"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Tablets,2019,QTR 3,7,"4,544"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Smartphones,2019,QTR 3,7,"20,615"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Laptops,2019,QTR 3,7,"2,442"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Assessories,2019,QTR 3,7,"20,383"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Tablets,2019,QTR 3,7,"2,377"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Smartphones,2019,QTR 3,7,"69,084"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Laptops,2019,QTR 3,7,"15,363"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Assessories,2019,QTR 3,7,"97,680"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Tablets,2019,QTR 3,7,"30,647"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Smartphones,2019,QTR 3,7,"18,371"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Laptops,2019,QTR 3,7,"14,458"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Assessories,2019,QTR 3,7,"20,078"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Tablets,2019,QTR 3,7,504
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Smartphones,2019,QTR 3,7,"20,010"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Laptops,2019,QTR 3,7,"6,616"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Assessories,2019,QTR 3,7,"18,911"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Tablets,2019,QTR 3,7,"2,850"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Smartphones,2019,QTR 3,7,"19,567"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Laptops,2019,QTR 3,7,"5,785"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Assessories,2019,QTR 3,7,"3,744"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Tablets,2019,QTR 3,7,"7,812"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Smartphones,2019,QTR 3,7,"18,455"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Laptops,2019,QTR 3,7,"7,234"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Assessories,2019,QTR 3,7,"5,693"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Tablets,2019,QTR 3,7,"1,287"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Smartphones,2019,QTR 3,7,"8,953"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Laptops,2019,QTR 3,7,"50,292"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Assessories,2019,QTR 3,7,"10,860"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Tablets,2019,QTR 3,7,"21,654"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Smartphones,2019,QTR 3,7,"16,013"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Laptops,2019,QTR 3,7,"14,216"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Assessories,2019,QTR 3,7,"12,751"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Tablets,2019,QTR 3,7,"2,536"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Smartphones,2019,QTR 3,7,"3,952"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Laptops,2019,QTR 3,7,"11,636"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Assessories,2019,QTR 3,7,"9,465"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Tablets,2019,QTR 3,7,791
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Smartphones,2019,QTR 3,7,"49,797"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Laptops,2019,QTR 3,7,"6,985"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Assessories,2019,QTR 3,7,"63,032"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Tablets,2019,QTR 3,7,"1,001"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Smartphones,2019,QTR 3,7,"54,670"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Laptops,2019,QTR 3,7,"10,156"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Assessories,2019,QTR 3,7,"26,463"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Tablets,2019,QTR 3,7,"4,086"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Smartphones,2019,QTR 3,7,"5,190"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Laptops,2019,QTR 3,7,"4,017"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Assessories,2019,QTR 3,7,"8,995"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Tablets,2019,QTR 3,7,"1,414"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Smartphones,2019,QTR 3,7,"28,537"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Laptops,2019,QTR 3,7,"29,890"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Assessories,2019,QTR 3,7,"40,758"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Tablets,2019,QTR 3,7,"12,034"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Smartphones,2019,QTR 3,7,"127,762"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Laptops,2019,QTR 3,7,"63,351"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Assessories,2019,QTR 3,7,"111,265"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Tablets,2019,QTR 3,7,"11,228"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Smartphones,2019,QTR 3,7,"23,109"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Laptops,2019,QTR 3,7,"3,847"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Assessories,2019,QTR 3,7,"11,730"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Tablets,2019,QTR 3,7,"4,090"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Smartphones,2019,QTR 3,7,"29,466"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Laptops,2019,QTR 3,7,"7,925"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Assessories,2019,QTR 3,7,"4,720"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Tablets,2019,QTR 3,7,"5,290"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Smartphones,2019,QTR 3,7,"20,409"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Laptops,2019,QTR 3,7,"6,210"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Assessories,2019,QTR 3,7,"12,018"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Tablets,2019,QTR 3,7,"3,652"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Smartphones,2019,QTR 3,7,"22,745"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Laptops,2019,QTR 3,7,"7,679"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Assessories,2019,QTR 3,7,"10,545"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Tablets,2019,QTR 3,7,"3,948"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Smartphones,2019,QTR 3,7,"30,317"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Laptops,2019,QTR 3,7,"93,319"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Assessories,2019,QTR 3,7,"45,896"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Tablets,2019,QTR 3,7,"34,849"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Smartphones,2019,QTR 3,7,"9,650"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Laptops,2019,QTR 3,7,"5,412"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Assessories,2019,QTR 3,7,"24,554"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Tablets,2019,QTR 3,7,"3,882"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Smartphones,2019,QTR 3,7,"12,521"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Laptops,2019,QTR 3,7,"13,736"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Assessories,2019,QTR 3,7,"15,672"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Tablets,2019,QTR 3,7,"1,097"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Smartphones,2019,QTR 3,7,"13,314"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Laptops,2019,QTR 3,7,"6,396"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Assessories,2019,QTR 3,7,"30,079"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Tablets,2019,QTR 3,7,"7,985"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Smartphones,2019,QTR 3,7,"4,275"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Laptops,2019,QTR 3,7,"6,317"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Assessories,2019,QTR 3,7,"8,684"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Tablets,2019,QTR 3,7,"2,662"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Smartphones,2019,QTR 3,7,"102,040"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Laptops,2019,QTR 3,7,"37,905"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Assessories,2019,QTR 3,7,"22,707"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Tablets,2019,QTR 3,7,"12,010"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Smartphones,2019,QTR 3,7,"11,174"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Laptops,2019,QTR 3,7,"2,682"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Assessories,2019,QTR 3,7,"18,256"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Tablets,2019,QTR 3,7,"3,137"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Smartphones,2019,QTR 3,7,"22,986"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Laptops,2019,QTR 3,7,"8,471"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Assessories,2019,QTR 3,7,"2,291"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Tablets,2019,QTR 3,7,"1,862"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Smartphones,2019,QTR 3,7,"65,994"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Laptops,2019,QTR 3,7,"21,866"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Assessories,2019,QTR 3,7,"13,699"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Tablets,2019,QTR 3,7,"13,340"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Smartphones,2019,QTR 3,7,"11,016"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Laptops,2019,QTR 3,7,"6,342"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Assessories,2019,QTR 3,7,"41,279"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Tablets,2019,QTR 3,7,"2,025"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Smartphones,2019,QTR 3,7,"9,985"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Laptops,2019,QTR 3,7,"5,285"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Assessories,2019,QTR 3,7,"8,876"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Tablets,2019,QTR 3,7,"1,269"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Smartphones,2019,QTR 3,7,"34,916"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Laptops,2019,QTR 3,7,"7,277"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Assessories,2019,QTR 3,7,"39,802"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Tablets,2019,QTR 3,7,"7,202"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Smartphones,2019,QTR 3,8,"85,670"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Laptops,2019,QTR 3,8,"26,985"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Assessories,2019,QTR 3,8,"57,308"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Tablets,2019,QTR 3,8,"9,161"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Smartphones,2019,QTR 3,8,"16,321"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Laptops,2019,QTR 3,8,"3,162"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Assessories,2019,QTR 3,8,562
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Tablets,2019,QTR 3,8,964
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Smartphones,2019,QTR 3,8,"24,976"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Laptops,2019,QTR 3,8,"4,361"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Assessories,2019,QTR 3,8,"9,428"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Tablets,2019,QTR 3,8,"3,053"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Smartphones,2019,QTR 3,8,"32,611"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Laptops,2019,QTR 3,8,"1,071"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Assessories,2019,QTR 3,8,"7,592"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Tablets,2019,QTR 3,8,"1,426"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Smartphones,2019,QTR 3,8,"3,330"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Laptops,2019,QTR 3,8,"2,610"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Assessories,2019,QTR 3,8,"2,534"
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Tablets,2019,QTR 3,8,"1,591"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Smartphones,2019,QTR 3,8,"271,781"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Laptops,2019,QTR 3,8,"23,404"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Assessories,2019,QTR 3,8,"51,283"
Asia,Singapore,Andrew T.,Andrew,Tan,Male,45,A1,Store 1,Tablets,2019,QTR 3,8,"8,677"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Smartphones,2019,QTR 3,8,"56,539"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Laptops,2019,QTR 3,8,"5,171"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Assessories,2019,QTR 3,8,"1,402"
Asia,Singapore,Jason W.,Jason,Wong,Male,38,B2,Store 4,Tablets,2019,QTR 3,8,"2,592"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Smartphones,2019,QTR 3,8,"24,510"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Laptops,2019,QTR 3,8,"1,367"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Assessories,2019,QTR 3,8,"7,071"
Asia,Singapore,Michelle L.,Michelle,Lim,Female,29,D5,Store 5,Tablets,2019,QTR 3,8,"1,361"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Smartphones,2019,QTR 3,8,"64,900"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Laptops,2019,QTR 3,8,"6,174"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Assessories,2019,QTR 3,8,"6,035"
Asia,Taiwan,Dennis C.,Dennis,Cheng,Male,35,B2,Store 4,Tablets,2019,QTR 3,8,"1,136"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Smartphones,2019,QTR 3,8,"2,178"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Laptops,2019,QTR 3,8,"1,849"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Assessories,2019,QTR 3,8,"5,393"
Asia,Taiwan,Aaron C.,Aaron,Cheng,Male,32,D4,Store 3,Tablets,2019,QTR 3,8,654
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Smartphones,2019,QTR 3,8,"40,952"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Laptops,2019,QTR 3,8,"11,202"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Assessories,2019,QTR 3,8,"23,191"
U.K.,England,Jansen B.,Jansen,Brown,Male,46,A1,Store 1,Tablets,2019,QTR 3,8,"5,354"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Smartphones,2019,QTR 3,8,"48,148"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Laptops,2019,QTR 3,8,"1,803"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Assessories,2019,QTR 3,8,"5,653"
U.K.,England,Claire P.,Claire,Pullman,Female,38,B2,Store 4,Tablets,2019,QTR 3,8,427
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Smartphones,2019,QTR 3,8,"34,567"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Laptops,2019,QTR 3,8,"2,123"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Assessories,2019,QTR 3,8,"8,604"
U.K.,England,Simon W.,Simon,Walsh,Male,25,D5,Store 5,Tablets,2019,QTR 3,8,"2,450"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Smartphones,2019,QTR 3,8,"65,037"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Laptops,2019,QTR 3,8,"12,360"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Assessories,2019,QTR 3,8,"25,077"
U.K.,Wales,Trevor P.,Trevor,Parr,Male,32,D4,Store 3,Tablets,2019,QTR 3,8,"4,167"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Smartphones,2019,QTR 3,8,"9,382"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Laptops,2019,QTR 3,8,"4,726"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Assessories,2019,QTR 3,8,"5,868"
U.S.A.,Ohio,George C.,George,Campbell,Male,32,D4,Store 3,Tablets,2019,QTR 3,8,"2,441"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Smartphones,2019,QTR 3,8,"18,012"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Laptops,2019,QTR 3,8,106
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Assessories,2019,QTR 3,8,"1,234"
U.S.A.,Las Vegas,Emma J.,Emma,Jones,Female,28,D5,Store 5,Tablets,2019,QTR 3,8,654
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Smartphones,2019,QTR 3,8,"125,098"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Laptops,2019,QTR 3,8,"10,217"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Assessories,2019,QTR 3,8,"9,823"
U.S.A.,New York,Bryan K.,Bryan,Kingston,Male,27,A1,Store 1,Tablets,2019,QTR 3,8,"8,637"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Smartphones,2019,QTR 3,8,"102,641"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Laptops,2019,QTR 3,8,"22,489"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Assessories,2019,QTR 3,8,"28,008"
Asia,Hong Kong,Louis N.,Louis,Ng,Male,44,A1,Store 1,Tablets,2019,QTR 3,8,"2,254"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Smartphones,2019,QTR 3,8,"3,748"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Laptops,2019,QTR 3,8,"1,254"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Assessories,2019,QTR 3,8,"6,063"
Asia,Hong Kong,Winnie C.,Winnie,Cheung,Female,35,C3,Store 2,Tablets,2019,QTR 3,8,"1,161"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Smartphones,2019,QTR 3,8,"43,273"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Laptops,2019,QTR 3,8,"3,964"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Assessories,2019,QTR 3,8,"9,000"
Asia,Hong Kong,Edson L.,Edson,Lau,Male,28,D5,Store 5,Tablets,2019,QTR 3,8,"2,672"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Smartphones,2019,QTR 3,8,"37,516"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Laptops,2019,QTR 3,8,"3,119"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Assessories,2019,QTR 3,8,"3,427"
Asia,Japan,Toshiro T.,Toshiro,Takuji,Male,36,B2,Store 4,Tablets,2019,QTR 3,8,356
Asia,Japan,Yui M.,Yui,Matsuko,Female,32,D4,Store 3,Smartphones,2019,QTR 3,8,"39,499"
